220.0,220.0,0.0,220.0,220.00000000000006,0.0,,,0.0,0.0,0,user_0,220.0,220.0,0.0,1,user_1,220.0,220.00000000000006,0.0,
230.0,230.0,0.0,230.0,230.0,0.0,,,0.0,0.0,0,user_0,230.0,230.0,0.0,1,user_1,230.0,230.0,0.0,
240.0,240.0,0.0,240.0,240.0,0.0,,,0.0,0.0,0,user_0,240.0,240.0,0.0,1,user_1,240.0,240.0,0.0,
450.0,450.0,0.0,450.0,450.0,0.0,,,0.0,0.0,0,user_0,450.0,450.0,0.0,1,user_1,450.0,450.0,0.0,
500.0,500.0,0.0,500.0,500.0,0.0,,,0.0,0.0,0,user_0,500.0,500.0,0.0,1,user_1,500.0,500.0,0.0,
633.6402764976356,500.0,0.0,500.0,500.0,0.0,,,0.0,0.0,0,user_0,633.6402764976356,500.0,0.0,1,user_1,500.0,500.0,0.0,
650.0,505.3999999999999,0.0,494.6,494.6000000000001,0.0,0.0,,0.0,0.0,0,user_0,650.0,505.3999999999999,0.0,1,user_1,494.6,494.6000000000001,0.0,
230.0,229.98960884979846,0.0,230.0,230.0,0.0,0.0,,0.0,0.0,0,user_0,230.0,229.98960884979846,0.0,1,user_1,230.0,230.0,0.0,
230.0,230.0,0.0,230.0,230.0,0.0,,,0.0,0.0,0,user_0,230.0,230.0,0.0,1,user_1,230.0,230.0,0.0,
230.0,230.0,0.0,230.0,230.0,0.0,,,0.0,0.0,0,user_0,230.0,230.0,0.0,1,user_1,230.0,230.0,0.0,
230.0,230.0,0.0,230.0,230.0,0.0,,,0.0,0.0,0,user_0,230.0,230.0,0.0,1,user_1,230.0,230.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,user_0,0.0,0.0,100.0,1,user_1,0.0,0.0,100.0,
