0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,user_0,0.0,0.0,100.0,1,user_1,0.0,0.0,100.0,
10.0,10.000000000000002,0.0,10.0,10.000000000000002,0.0,,,0.0,0.0,0,user_0,10.0,10.000000000000002,0.0,1,user_1,10.0,10.000000000000002,0.0,
15.0,15.0,0.0,15.0,15.0,0.0,,,0.0,0.0,0,user_0,15.0,15.0,0.0,1,user_1,15.0,15.0,0.0,
22.0,22.0,0.0,22.0,22.0,0.0,,,0.0,0.0,0,user_0,22.0,22.0,0.0,1,user_1,22.0,22.0,0.0,
22.0,22.0,0.0,22.0,22.0,0.0,,,0.0,0.0,0,user_0,22.0,22.0,0.0,1,user_1,22.0,22.0,0.0,
893.3346027645839,706.1931189299909,0.0,99.22,99.22000000000001,0.0,,,0.0,0.0,0,user_0,893.3346027645839,706.1931189299909,0.0,1,user_1,99.22,99.22000000000001,0.0,
345.41105846153846,266.862919298935,0.0,22.0,22.0,0.0,,,0.0,0.0,0,user_0,345.41105846153846,266.862919298935,0.0,1,user_1,22.0,22.0,0.0,
22.0,22.0,0.0,22.0,22.0,0.0,,,0.0,0.0,0,user_0,22.0,22.0,0.0,1,user_1,22.0,22.0,0.0,
22.0,22.0,0.0,22.0,22.0,0.0,,,0.0,0.0,0,user_0,22.0,22.0,0.0,1,user_1,22.0,22.0,0.0,
22.0,22.0,0.0,22.0,22.0,0.0,,,0.0,0.0,0,user_0,22.0,22.0,0.0,1,user_1,22.0,22.0,0.0,
22.0,22.0,0.0,22.0,22.0,0.0,,,0.0,0.0,0,user_0,22.0,22.0,0.0,1,user_1,22.0,22.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,user_0,0.0,0.0,100.0,1,user_1,0.0,0.0,100.0,
